window_start,site_ID,ion,concentration
1992-04-24,BQ3,Ca_mgL,4.054444444444444
1992-04-24,BQ3,Mg_mgL,2.73
1992-04-24,BQ3,NO3N_ugL,115
1992-04-24,BQ3,K_mgL,0.9355555555555556
1992-06-26,BQ3,NH4N_ugL,NA
1992-06-26,BQ3,Ca_mgL,4.682222222222222
1992-06-26,BQ3,Mg_mgL,3.263333333333333
1992-06-26,BQ3,NO3N_ugL,44.888888888888886
1992-06-26,BQ3,K_mgL,1.1411111111111112
1992-08-28,BQ3,NH4N_ugL,NA
1992-08-28,BQ3,Ca_mgL,4.835555555555556
1992-08-28,BQ3,Mg_mgL,3.2177777777777776
1992-08-28,BQ3,NO3N_ugL,56.33333333333333
1992-08-28,BQ3,K_mgL,0.8933333333333333
1992-10-30,BQ3,NH4N_ugL,NA
1992-10-30,BQ3,Ca_mgL,4.528888888888889
1992-10-30,BQ3,Mg_mgL,3.2466666666666666
1992-10-30,BQ3,NO3N_ugL,40.28571428571429
1992-10-30,BQ3,K_mgL,1.0977777777777777
1993-01-01,BQ3,NH4N_ugL,NA
1993-01-01,BQ3,Ca_mgL,4.0377777777777775
1993-01-01,BQ3,Mg_mgL,3.0211111111111113
1993-01-01,BQ3,NO3N_ugL,207
1993-01-01,BQ3,K_mgL,0.8122222222222223
1993-03-05,BQ3,NH4N_ugL,NA
1993-03-05,BQ3,Ca_mgL,4.424444444444444
1993-03-05,BQ3,Mg_mgL,3.571111111111111
1993-03-05,BQ3,NO3N_ugL,129.125
1993-03-05,BQ3,K_mgL,0.8122222222222222
1993-05-07,BQ3,NH4N_ugL,NA
1993-05-07,BQ3,Ca_mgL,4.31625
1993-05-07,BQ3,Mg_mgL,3.0637499999999998
1993-05-07,BQ3,NO3N_ugL,59
1993-05-07,BQ3,K_mgL,0.855
1993-07-09,BQ3,NH4N_ugL,NA
1993-07-09,BQ3,Ca_mgL,4.687777777777778
1993-07-09,BQ3,Mg_mgL,2.95
1993-07-09,BQ3,NO3N_ugL,102.83333333333334
1993-07-09,BQ3,K_mgL,0.8355555555555556
1993-09-10,BQ3,NH4N_ugL,NA
1993-09-10,BQ3,Ca_mgL,4.526666666666666
1993-09-10,BQ3,Mg_mgL,3.0775
1993-09-10,BQ3,NO3N_ugL,43.66666666666667
1993-09-10,BQ3,K_mgL,0.8044444444444444
1993-11-12,BQ3,NH4N_ugL,NA
1993-11-12,BQ3,Ca_mgL,4.225555555555555
1993-11-12,BQ3,Mg_mgL,2.7577777777777777
1993-11-12,BQ3,NO3N_ugL,32.333333333333336
1993-11-12,BQ3,K_mgL,0.8833333333333333
1994-01-14,BQ3,NH4N_ugL,NA
1994-01-14,BQ3,Ca_mgL,4.366666666666666
1994-01-14,BQ3,Mg_mgL,2.973333333333333
1994-01-14,BQ3,NO3N_ugL,11
1994-01-14,BQ3,K_mgL,0.8377777777777777
1994-03-18,BQ3,NH4N_ugL,NA
1994-03-18,BQ3,Ca_mgL,5.066666666666666
1994-03-18,BQ3,Mg_mgL,3.3666666666666667
1994-03-18,BQ3,NO3N_ugL,49
1994-03-18,BQ3,K_mgL,0.8622222222222222
1994-05-20,BQ3,NH4N_ugL,NA
1994-05-20,BQ3,Ca_mgL,5.294
1994-05-20,BQ3,Mg_mgL,3.657
1994-05-20,BQ3,NO3N_ugL,52.111111111111114
1994-05-20,BQ3,K_mgL,0.907
1994-07-22,BQ3,NH4N_ugL,NA
1994-07-22,BQ3,Ca_mgL,4.98
1994-07-22,BQ3,Mg_mgL,3.522222222222222
1994-07-22,BQ3,NO3N_ugL,NA
1994-07-22,BQ3,K_mgL,0.8433333333333334
1994-09-23,BQ3,NH4N_ugL,NA
1994-09-23,BQ3,Ca_mgL,4.561111111111111
1994-09-23,BQ3,Mg_mgL,3.1544444444444446
1994-09-23,BQ3,NO3N_ugL,NA
1994-09-23,BQ3,K_mgL,0.8644444444444445
1994-11-25,BQ3,NH4N_ugL,NA
1994-11-25,BQ3,Ca_mgL,4.626666666666667
1994-11-25,BQ3,Mg_mgL,3.3833333333333333
1994-11-25,BQ3,NO3N_ugL,NA
1994-11-25,BQ3,K_mgL,0.8733333333333334
1988-01-01,PRM,NH4N_ugL,NA
1988-01-01,PRM,Ca_mgL,NA
1988-01-01,PRM,Mg_mgL,NA
1988-01-01,PRM,NO3N_ugL,NA
1988-01-01,PRM,K_mgL,NA
1988-03-04,PRM,NH4N_ugL,NA
1988-03-04,PRM,Ca_mgL,NA
1988-03-04,PRM,Mg_mgL,NA
1988-03-04,PRM,NO3N_ugL,NA
1988-03-04,PRM,K_mgL,NA
1988-05-06,PRM,NH4N_ugL,NA
1988-05-06,PRM,Ca_mgL,NA
1988-05-06,PRM,Mg_mgL,NA
1988-05-06,PRM,NO3N_ugL,NA
1988-05-06,PRM,K_mgL,NA
1988-07-08,PRM,NH4N_ugL,NA
1988-07-08,PRM,Ca_mgL,NA
1988-07-08,PRM,Mg_mgL,NA
1988-07-08,PRM,NO3N_ugL,NA
1988-07-08,PRM,K_mgL,NA
1988-09-09,PRM,NH4N_ugL,NA
1988-09-09,PRM,Ca_mgL,NA
1988-09-09,PRM,Mg_mgL,NA
1988-09-09,PRM,NO3N_ugL,NA
1988-09-09,PRM,K_mgL,NA
1988-11-11,PRM,NH4N_ugL,NA
1988-11-11,PRM,Ca_mgL,NA
1988-11-11,PRM,Mg_mgL,NA
1988-11-11,PRM,NO3N_ugL,NA
1988-11-11,PRM,K_mgL,NA
1989-01-13,PRM,NH4N_ugL,NA
1989-01-13,PRM,Ca_mgL,NA
1989-01-13,PRM,Mg_mgL,NA
1989-01-13,PRM,NO3N_ugL,NA
1989-01-13,PRM,K_mgL,NA
1989-03-17,PRM,NH4N_ugL,NA
1989-03-17,PRM,Ca_mgL,6.15
1989-03-17,PRM,Mg_mgL,1.92
1989-03-17,PRM,NO3N_ugL,69
1989-03-17,PRM,K_mgL,0.77
1989-05-19,PRM,NH4N_ugL,NA
1989-05-19,PRM,Ca_mgL,6.525
1989-05-19,PRM,Mg_mgL,1.965
1989-05-19,PRM,NO3N_ugL,58.285714285714285
1989-05-19,PRM,K_mgL,0.675
1989-07-21,PRM,NH4N_ugL,NA
1989-07-21,PRM,Ca_mgL,6.252857142857143
1989-07-21,PRM,Mg_mgL,1.5783333333333334
1989-07-21,PRM,NO3N_ugL,73.71428571428571
1989-07-21,PRM,K_mgL,0.6614285714285714
1989-09-22,PRM,NH4N_ugL,NA
1989-09-22,PRM,Ca_mgL,6.906
1989-09-22,PRM,Mg_mgL,2.194
1989-09-22,PRM,NO3N_ugL,263.5
1989-09-22,PRM,K_mgL,1.21
1989-11-24,PRM,NH4N_ugL,NA
1989-11-24,PRM,Ca_mgL,9.15375
1989-11-24,PRM,Mg_mgL,2.5187500000000003
1989-11-24,PRM,NO3N_ugL,85.85714285714286
1989-11-24,PRM,K_mgL,0.9
1990-01-26,PRM,NH4N_ugL,NA
1990-01-26,PRM,Ca_mgL,8.305
1990-01-26,PRM,Mg_mgL,2.048888888888889
1990-01-26,PRM,NO3N_ugL,243.88888888888889
1990-01-26,PRM,K_mgL,1.0855555555555556
1990-03-30,PRM,NH4N_ugL,NA
1990-03-30,PRM,Ca_mgL,9.503333333333334
1990-03-30,PRM,Mg_mgL,2.207777777777778
1990-03-30,PRM,NO3N_ugL,130.11111111111111
1990-03-30,PRM,K_mgL,0.9944444444444445
1990-06-01,PRM,NH4N_ugL,NA
1990-06-01,PRM,Ca_mgL,8.523333333333333
1990-06-01,PRM,Mg_mgL,2.0355555555555553
1990-06-01,PRM,NO3N_ugL,175.66666666666666
1990-06-01,PRM,K_mgL,0.9299999999999999
1990-08-03,PRM,NH4N_ugL,NA
1990-08-03,PRM,Ca_mgL,9.421111111111111
1990-08-03,PRM,Mg_mgL,2.1055555555555556
1990-08-03,PRM,NO3N_ugL,128.88888888888889
1990-08-03,PRM,K_mgL,0.8422222222222222
1990-10-05,PRM,NH4N_ugL,NA
1990-10-05,PRM,Ca_mgL,6.92
1990-10-05,PRM,Mg_mgL,1.7955555555555556
1990-10-05,PRM,NO3N_ugL,142.125
1990-10-05,PRM,K_mgL,0.7633333333333333
1990-12-07,PRM,NH4N_ugL,NA
1990-12-07,PRM,Ca_mgL,7.6322222222222225
1990-12-07,PRM,Mg_mgL,2.25
1990-12-07,PRM,NO3N_ugL,139
1990-12-07,PRM,K_mgL,0.6488888888888888
1991-02-08,PRM,NH4N_ugL,NA
1991-02-08,PRM,Ca_mgL,7.551428571428572
1991-02-08,PRM,Mg_mgL,1.9975
1991-02-08,PRM,NO3N_ugL,105.57142857142857
1991-02-08,PRM,K_mgL,0.92125
1991-04-12,PRM,NH4N_ugL,NA
1991-04-12,PRM,Ca_mgL,4.635
1991-04-12,PRM,Mg_mgL,0.86875
1991-04-12,PRM,NO3N_ugL,52.22222222222222
1991-04-12,PRM,K_mgL,0.77
1991-06-14,PRM,NH4N_ugL,NA
1991-06-14,PRM,Ca_mgL,6.26
1991-06-14,PRM,Mg_mgL,1.96875
1991-06-14,PRM,NO3N_ugL,57.125
1991-06-14,PRM,K_mgL,0.77375
1991-08-16,PRM,NH4N_ugL,NA
1991-08-16,PRM,Ca_mgL,8.877777777777778
1991-08-16,PRM,Mg_mgL,2.4766666666666666
1991-08-16,PRM,NO3N_ugL,106
1991-08-16,PRM,K_mgL,0.8388888888888889
1991-10-18,PRM,NH4N_ugL,NA
1991-10-18,PRM,Ca_mgL,5.67
1991-10-18,PRM,Mg_mgL,1.77375
1991-10-18,PRM,NO3N_ugL,101.44444444444444
1991-10-18,PRM,K_mgL,0.655
1991-12-20,PRM,NH4N_ugL,NA
1991-12-20,PRM,Ca_mgL,9.377777777777778
1991-12-20,PRM,Mg_mgL,2.183333333333333
1991-12-20,PRM,NO3N_ugL,117.77777777777777
1991-12-20,PRM,K_mgL,0.8244444444444444
1992-02-21,PRM,NH4N_ugL,NA
1992-02-21,PRM,Ca_mgL,9.365
1992-02-21,PRM,Mg_mgL,2.7511111111111113
1992-02-21,PRM,NO3N_ugL,107.375
1992-02-21,PRM,K_mgL,0.9188888888888889
1992-04-24,PRM,NH4N_ugL,NA
1992-04-24,PRM,Ca_mgL,7.101111111111111
1992-04-24,PRM,Mg_mgL,1.7522222222222221
1992-04-24,PRM,NO3N_ugL,54.625
1992-04-24,PRM,K_mgL,0.8366666666666667
1992-06-26,PRM,NH4N_ugL,NA
1992-06-26,PRM,Ca_mgL,8.5
1992-06-26,PRM,Mg_mgL,2.1577777777777776
1992-06-26,PRM,NO3N_ugL,43.666666666666664
1992-06-26,PRM,K_mgL,0.7933333333333333
1992-08-28,PRM,NH4N_ugL,NA
1992-08-28,PRM,Ca_mgL,10.154444444444444
1992-08-28,PRM,Mg_mgL,2.4855555555555555
1992-08-28,PRM,NO3N_ugL,46.44444444444444
1992-08-28,PRM,K_mgL,0.9
1992-10-30,PRM,NH4N_ugL,NA
1992-10-30,PRM,Ca_mgL,6.53125
1992-10-30,PRM,Mg_mgL,1.5975
1992-10-30,PRM,NO3N_ugL,35.166666666666664
1992-10-30,PRM,K_mgL,0.62
1993-01-01,PRM,NH4N_ugL,NA
1993-01-01,PRM,Ca_mgL,7.802222222222222
1993-01-01,PRM,Mg_mgL,1.981111111111111
1993-01-01,PRM,NO3N_ugL,78
1993-01-01,PRM,K_mgL,0.7222222222222222
1993-03-05,PRM,NH4N_ugL,NA
1993-03-05,PRM,Ca_mgL,9.028888888888888
1993-03-05,PRM,Mg_mgL,2.3055555555555554
1993-03-05,PRM,NO3N_ugL,80.22222222222223
1993-03-05,PRM,K_mgL,0.8533333333333334
1993-05-07,PRM,NH4N_ugL,NA
1993-05-07,PRM,Ca_mgL,8.234444444444444
1993-05-07,PRM,Mg_mgL,2.051111111111111
1993-05-07,PRM,NO3N_ugL,55.33333333333333
1993-05-07,PRM,K_mgL,0.8077777777777778
1993-07-09,PRM,NH4N_ugL,NA
1993-07-09,PRM,Ca_mgL,8.455
1993-07-09,PRM,Mg_mgL,1.97375
1993-07-09,PRM,NO3N_ugL,50.75
1993-07-09,PRM,K_mgL,0.8075
1993-09-10,PRM,NH4N_ugL,NA
1993-09-10,PRM,Ca_mgL,7.8822222222222225
1993-09-10,PRM,Mg_mgL,1.9444444444444444
1993-09-10,PRM,NO3N_ugL,38.888888888888886
1993-09-10,PRM,K_mgL,0.6866666666666666
1993-11-12,PRM,NH4N_ugL,NA
1993-11-12,PRM,Ca_mgL,6.6
1993-11-12,PRM,Mg_mgL,1.5222222222222221
1993-11-12,PRM,NO3N_ugL,33.2
1993-11-12,PRM,K_mgL,0.5988888888888889
1994-01-14,PRM,NH4N_ugL,NA
1994-01-14,PRM,Ca_mgL,8
1994-01-14,PRM,Mg_mgL,1.8822222222222222
1994-01-14,PRM,NO3N_ugL,6.333333333333333
1994-01-14,PRM,K_mgL,0.6366666666666667
1994-03-18,PRM,NH4N_ugL,NA
1994-03-18,PRM,Ca_mgL,9.256666666666666
1994-03-18,PRM,Mg_mgL,2.1155555555555554
1994-03-18,PRM,NO3N_ugL,18.4
1994-03-18,PRM,K_mgL,0.7588888888888888
1994-05-20,PRM,NH4N_ugL,NA
1994-05-20,PRM,Ca_mgL,8.94111111111111
1994-05-20,PRM,Mg_mgL,2.3544444444444443
1994-05-20,PRM,NO3N_ugL,24.75
1994-05-20,PRM,K_mgL,0.8277777777777777
1994-07-22,PRM,NH4N_ugL,NA
1994-07-22,PRM,Ca_mgL,9.212222222222222
1994-07-22,PRM,Mg_mgL,2.428888888888889
1994-07-22,PRM,NO3N_ugL,179
1994-07-22,PRM,K_mgL,0.8722222222222222
1994-09-23,PRM,NH4N_ugL,NA
1994-09-23,PRM,Ca_mgL,8.956666666666667
1994-09-23,PRM,Mg_mgL,1.93
1994-09-23,PRM,NO3N_ugL,NA
1994-09-23,PRM,K_mgL,0.7644444444444445
1994-11-25,PRM,NH4N_ugL,NA
1994-11-25,PRM,Ca_mgL,8.879999999999999
1994-11-25,PRM,Mg_mgL,2.256666666666667
1994-11-25,PRM,NO3N_ugL,43
1994-11-25,PRM,K_mgL,0.7111111111111111
